,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,행정동명,경도,위도
71114,서울좋은치과의원,의료,병원,치과의원,도곡1동,127.0357506,37.4851677
71138,박진영네온정형외과의원,의료,병원,내과/외과,논현2동,127.0402609,37.51796681
71192,허리업신경외과,의료,병원,신경외과,도곡1동,127.0336904,37.48622313
71358,바른이만들기교정치과,의료,병원,치과의원,대치4동,127.0530475,37.49797648
71455,JM비뇨기과의원,의료,병원,비뇨기과,역삼1동,127.0285648,37.49783175
71528,민트이비인후과의원,의료,병원,이비인후과의원,세곡동,127.1046737,37.47530284
71703,더성형의과의원,의료,병원,일반병원,압구정동,127.0288661,37.52607324
71755,한성한방병원,의료,병원,한방병원,논현1동,127.0331834,37.50800651
71830,청담더유외과의원,의료,병원,내과/외과,청담동,127.0557281,37.52129923
71863,문찬수내과의원,의료,병원,내과/외과,신사동,127.0205812,37.52287817
71866,청담참튼튼병원,의료,병원,일반병원,청담동,127.0557281,37.52129923
71936,민치과의원,의료,병원,치과의원,역삼1동,127.0306939,37.4923528
71951,소람한방병원,의료,병원,한방병원,삼성2동,127.0498982,37.5117824
71995,포에버치과의원,의료,병원,치과의원,논현1동,127.0256871,37.50518769
71999,아리치과의원,의료,병원,치과의원,삼성2동,127.0491509,37.50559515
72097,모즈치과의원,의료,병원,치과의원,청담동,127.0437988,37.52439298
72116,선릉필치과의원,의료,병원,치과의원,삼성2동,127.0483685,37.50664308
72288,차움의원,의료,병원,일반병원,청담동,127.0441068,37.5233052
72348,한국의학연구소강남의원,의료,병원,일반병원,삼성2동,127.0508489,37.50548265
72456,지앤지수면클리닉,의료,병원,이비인후과의원,역삼1동,127.0285648,37.49783175
72616,코슬립수면의원,의료,병원,일반병원,역삼1동,127.0479975,37.5046848
72817,더플러스차치과의원,의료,병원,치과의원,삼성1동,127.0581945,37.50777607
72896,이혁상더블유치과의원,의료,병원,치과의원,대치1동,127.0629032,37.49392823
72902,이준호서울미시간치과,의료,병원,치과의원,삼성2동,127.0507703,37.51258234
73090,벤자민의원,의료,병원,일반병원,압구정동,127.0347742,37.52851847
73306,강남나무병원,의료,병원,일반병원,대치2동,127.0676206,37.49925476
73618,압구정내과의원,의료,병원,내과/외과,압구정동,127.0402548,37.52727463
73623,청하당한의원,의료,병원,한의원,일원1동,127.0883004,37.49131565
73745,닥터유내과의원,의료,병원,내과/외과,대치2동,127.0653126,37.50658014
73785,와이즈치과의원,의료,병원,치과의원,역삼1동,127.029201,37.49585466
73875,셀앤핏의원,의료,병원,일반병원,논현1동,127.0256871,37.50518769
73923,키즈힐소아청소년과의원,의료,병원,내과/외과,압구정동,127.0309537,37.52736987
73971,최상산부인과,의료,병원,내과/외과,역삼1동,127.0263715,37.5047428
74233,김호연내과,의료,병원,내과/외과,논현1동,127.0255636,37.50511458
74333,서울치과의원,의료,병원,치과의원,역삼1동,127.0329127,37.50005699
74432,이재현서울삼성치과의원,의료,병원,치과의원,일원본동,127.0853694,37.4831474
74466,역삼윌치과의원,의료,병원,치과의원,역삼1동,127.0363239,37.50127426
74866,자하연한의원,의료,병원,한의원,압구정동,127.0375817,37.52310804
74898,믿을신치과,의료,병원,치과의원,압구정동,127.0375817,37.52310804
74926,강남고운세상피부과의원,의료,병원,내과/외과,역삼1동,127.0287029,37.49764366
75425,강남연세내과,의료,병원,내과/외과,도곡1동,127.0437578,37.49302693
75632,세가지소원의원,의료,병원,일반병원,압구정동,127.0285233,37.52197964
75644,원데이치과의원,의료,병원,치과의원,역삼1동,127.0265579,37.50258181
75645,더푸른치과의원,의료,병원,치과의원,역삼1동,127.0481315,37.50571308
75724,청담유노외과의원,의료,병원,내과/외과,청담동,127.0504496,37.51914844
75736,달한의원,의료,병원,한의원,도곡1동,127.0340633,37.48536116
75863,이원경내과의원,의료,병원,내과/외과,개포1동,127.0543751,37.48327283
75960,하우연한의원,의료,병원,한의원,논현1동,127.0241673,37.50812159
76008,광지한의원,의료,병원,한의원,청담동,127.0552715,37.5207189
76012,경희예가한의원,의료,병원,한의원,압구정동,127.036005,37.52870873
76014,소통의행복안성민한의원,의료,병원,한의원,논현1동,127.0226251,37.50928922
76072,서울구강내과치과의원,의료,병원,치과의원,역삼2동,127.0387138,37.50099638
76076,대치궁한의원,의료,병원,한의원,대치1동,127.0608839,37.49804805
76182,최진명내과의원,의료,병원,내과/외과,도곡2동,127.0513045,37.48735705
76188,김현수내과의원,의료,병원,내과/외과,압구정동,127.0341173,37.52857617
76281,연세여우치과의원,의료,병원,치과의원,대치1동,127.0552134,37.4966152
76411,연세키즈소아청소년과,의료,병원,내과/외과,대치1동,127.0603395,37.49366458
76736,베리굿피부과의원,의료,병원,내과/외과,신사동,127.0278839,37.52417295
76755,이규찬치과의원,의료,병원,치과의원,대치1동,127.0603395,37.49366458
76865,247외과의원,의료,병원,내과/외과,역삼1동,127.0255712,37.50452896
76866,세인트비뇨기과의원,의료,병원,비뇨기과,논현1동,127.0210069,37.51626798
76913,도곡예원이비인후과의원,의료,병원,이비인후과의원,도곡2동,127.0527073,37.49536069
76937,래겸한의원,의료,병원,한의원,일원2동,127.0745709,37.49232621
77008,비오케이김봉옥치과의원,의료,병원,치과의원,압구정동,127.0298754,37.52764035
77051,다빈치성형외과의원,의료,병원,내과/외과,압구정동,127.02863,37.52334111
77054,대치동천사치과의원,의료,병원,치과의원,대치2동,127.0670824,37.50706268
77217,뉴욕브레이스치과의원,의료,병원,치과의원,논현2동,127.0388178,37.51670261
77248,서울원치과의원,의료,병원,치과의원,신사동,127.0274916,37.52476441
77249,박가한의원,의료,병원,한의원,세곡동,127.1060762,37.46291481
77265,투데이치과병원,의료,병원,치과병원,역삼1동,127.034312,37.49941968
77274,삼성선이고은한의원,의료,병원,한의원,삼성1동,127.0649414,37.51004627
77290,아침에한의원,의료,병원,한의원,삼성1동,127.0617329,37.51515684
77293,경희온정한의원,의료,병원,한의원,대치4동,127.0557108,37.50471067
77438,서울허브치과의원,의료,병원,치과의원,일원본동,127.0942577,37.4839998
77550,연세드림치과의원,의료,병원,치과의원,대치4동,127.0514358,37.50021619
77780,코코한의원,의료,병원,한의원,대치1동,127.0591471,37.4931595
77783,청담선한의원,의료,병원,한의원,삼성1동,127.0582075,37.50944313
77784,노병현치과의원,의료,병원,치과의원,압구정동,127.0285151,37.52261031
77785,강남경희이경섭한의원,의료,병원,한의원,대치2동,127.0681031,37.49864585
77952,참고은치과의원,의료,병원,치과의원,일원1동,127.0812317,37.49047696
78028,속편한한의원,의료,병원,한의원,개포4동,127.0480972,37.47901447
78235,씨엔비안과의원,의료,병원,안과의원,역삼2동,127.0409647,37.49302231
78776,탑클래스치과의원,의료,병원,치과의원,역삼1동,127.0276118,37.49893221
78785,연세맑은이비인후과송소아청소년과의원,의료,병원,이비인후과의원,대치1동,127.0603395,37.49366458
78957,가고싶은치과의원,의료,병원,치과의원,역삼2동,127.0492963,37.50305534
79064,아름드리치과의원,의료,병원,치과의원,논현1동,127.0246477,37.50509802
79180,럭셀한의원,의료,병원,한의원,논현2동,127.0429609,37.51027569
79205,척앤장메디한의원,의료,병원,한의원,일원1동,127.0883004,37.49131565
79254,유씨서울치과의원,의료,병원,치과의원,신사동,127.0279401,37.52332642
79422,강남우리들치과의원,의료,병원,치과의원,개포4동,127.047439,37.47831535
79507,봄동한의원,의료,병원,한의원,도곡2동,127.0459145,37.48527725
79514,동의한중한의원,의료,병원,한의원,역삼2동,127.0419503,37.49376917
79518,초아재식치한의원,의료,병원,한의원,역삼1동,127.0360781,37.50192101
79523,미채움한의원,의료,병원,한의원,청담동,127.0482846,37.52126651
79525,두근두근한의원,의료,병원,한의원,대치4동,127.0543843,37.49778896
79661,더맑은내과의원,의료,병원,내과/외과,역삼1동,127.0341242,37.49907574
79665,호산여성외과의원,의료,병원,내과/외과,압구정동,127.0333368,37.52856077
79678,꼼꼼한치과의원,의료,병원,치과의원,대치2동,127.0650112,37.50807351
79720,뉴라인치과의원,의료,병원,치과의원,신사동,127.0233827,37.51885565
79779,행복드림치과의원,의료,병원,치과의원,역삼1동,127.0395893,37.49445283
79895,온바디한의원,의료,병원,한의원,논현1동,127.0250114,37.50496586
79899,심포니준한의원,의료,병원,한의원,논현1동,127.0276441,37.51911607
79955,일원동일한의원,의료,병원,한의원,일원1동,127.0816268,37.48960601
79971,나우미구강악안면외과치과의원,의료,병원,치과의원,논현1동,127.0201133,37.51540457
79995,에이케이신경외과의원,의료,병원,신경외과,삼성2동,127.0512662,37.50557611
80091,압구정안과의원,의료,병원,안과의원,신사동,127.0260332,37.52555433
80156,새솔치과의원,의료,병원,치과의원,대치1동,127.0591471,37.4931595
80173,이유구강악안면외과치과의원,의료,병원,치과의원,논현1동,127.0206347,37.5161838
80185,김승기치과의원,의료,병원,치과의원,신사동,127.0196292,37.52473545
80274,땡큐서울이비인후과의원,의료,병원,이비인후과의원,역삼1동,127.0484373,37.50478746
80454,임병제안과,의료,병원,안과의원,역삼1동,127.0485607,37.50486955
80457,유봄성형외과의원,의료,병원,내과/외과,논현2동,127.0377042,37.52237918
80488,선능내과,의료,병원,내과/외과,역삼1동,127.0485607,37.50486955
80495,엘로이여성의원,의료,병원,내과/외과,청담동,127.0561275,37.52281619
80588,삼정한의원,의료,병원,한의원,대치1동,127.0613193,37.49398774
80597,테헤란치과의원,의료,병원,치과의원,역삼1동,127.0467365,37.50423311
80607,새빛치과,의료,병원,치과의원,대치4동,127.0552131,37.50561676
80608,김종박안과의원,의료,병원,안과의원,대치1동,127.0626465,37.49456594
80639,연세이존치과의원,의료,병원,치과의원,대치4동,127.0526233,37.49753156
80661,보강한의원,의료,병원,한의원,대치1동,127.056227,37.49694769
80679,김준연치과의원,의료,병원,치과의원,압구정동,127.0366899,37.52383963
80684,"스탠리의원,금단비가한의원",의료,병원,한의원,압구정동,127.0389521,37.52651616
80694,바움한의원,의료,병원,한의원,대치4동,127.052371,37.49780886
80719,엘리트치과,의료,병원,치과의원,역삼1동,127.0363466,37.50126543
80723,모림외과의원,의료,병원,내과/외과,삼성2동,127.049125,37.5049642
80728,고준석한의원,의료,병원,한의원,대치1동,127.0611923,37.49690616
80790,본한의원,의료,병원,한의원,청담동,127.0490616,37.51887597
80841,덴토피아치과의원,의료,병원,치과의원,압구정동,127.0326268,37.52834772
80843,압구정덴티스타치과의원,의료,병원,치과의원,신사동,127.0279401,37.52332642
80845,청담뉴욕치과,의료,병원,치과의원,청담동,127.0466127,37.51841471
80846,덴티스타치과,의료,병원,치과의원,압구정동,127.0378972,37.52320972
80867,큰사랑요양병원,의료,병원,노인/치매병원,개포4동,127.0527183,37.47299649
80869,뉴욕창아치과의원,의료,병원,치과의원,신사동,127.0260332,37.52555433
80873,연세백치과의원,의료,병원,치과의원,대치2동,127.065248,37.50903951
80876,연세위즈치과의원,의료,병원,치과의원,논현1동,127.0218695,37.51085079
80878,리드치과의원,의료,병원,치과의원,압구정동,127.039871,37.5263254
80904,신치과의원,의료,병원,치과의원,압구정동,127.0375817,37.52310804
80915,강남ALC안과의원,의료,병원,안과의원,대치4동,127.050974,37.50096036
80933,투비한의원,의료,병원,한의원,압구정동,127.0393838,37.52637551
80934,아카데미치과의원,의료,병원,치과의원,압구정동,127.0310125,37.52807318
80939,영동경희한의원,의료,병원,한의원,논현2동,127.0407475,37.51795274
80955,듀오치과의원,의료,병원,치과의원,일원본동,127.0826533,37.48518978
81058,서울하늘치과,의료,병원,치과의원,신사동,127.0279401,37.52332642
81065,글로리안과,의료,병원,안과의원,역삼1동,127.0289704,37.49881724
81074,화이트이플러스치과,의료,병원,치과의원,역삼1동,127.026807,37.5008178
81107,타워팰리스우리안과의원,의료,병원,안과의원,도곡2동,127.053198,37.48874184
81127,미지치과의원,의료,병원,치과의원,삼성1동,127.0511695,37.51768551
81131,코넬비뇨기과,의료,병원,비뇨기과,압구정동,127.0285884,37.52306144
81150,아르마니치과의원,의료,병원,치과의원,대치2동,127.0655629,37.50555492
81157,푸른치과,의료,병원,치과의원,역삼1동,127.0273823,37.50180468
81161,김세환피부비뇨기과의원,의료,병원,비뇨기과,논현1동,127.0247747,37.50490083
81181,박종환치과,의료,병원,치과의원,역삼1동,127.0353365,37.49450828
81219,지앤지성모안과의원,의료,병원,안과의원,역삼1동,127.0269709,37.50038664
81235,김희중치과,의료,병원,치과의원,역삼1동,127.0349349,37.50110974
81244,로즈힐치과의원,의료,병원,치과의원,역삼1동,127.0303564,37.49483694
81324,지혜나무한의원,의료,병원,한의원,대치1동,127.0582778,37.49304445
81359,엠디여성외과의원거래중지,의료,병원,내과/외과,압구정동,127.0397396,37.52598194
81365,서울박내과의원,의료,병원,내과/외과,대치1동,127.0582778,37.49304445
81368,정준표내과의원,의료,병원,내과/외과,대치1동,127.05841,37.49782111
81386,스타28치과의원,의료,병원,치과의원,역삼1동,127.0291859,37.500522
81446,노형신세계성모안과의원,의료,병원,안과의원,역삼1동,127.0285648,37.49783175
81552,분당라끄리니치과의원,의료,병원,치과의원,압구정동,127.0307194,37.52798968
81566,서울위드성형외과의원,의료,병원,내과/외과,신사동,127.0275993,37.52169271
81972,누베베한의원,의료,병원,한의원,역삼1동,127.0482142,37.50543442
82054,제일엔도내과,의료,병원,내과/외과,대치1동,127.0540365,37.49488477
82129,부치과의원,의료,병원,치과의원,역삼2동,127.0449366,37.50169562
82280,김계용치과,의료,병원,치과의원,압구정동,127.0355225,37.53191253
82318,럭쎌내과한의원,의료,병원,한의원,논현2동,127.0429609,37.51027569
82339,고은교안과,의료,병원,안과의원,도곡2동,127.052724,37.49582937
82344,경희이매한의원,의료,병원,한의원,도곡2동,127.0514458,37.48959281
82424,구름의자한의원,의료,병원,한의원,신사동,127.0278839,37.52417295
82440,강남아름다운유외과,의료,병원,내과/외과,대치4동,127.0507138,37.50454447
82606,당수성모내과,의료,병원,내과/외과,도곡2동,127.0499799,37.48569747
82679,비엘치과의원,의료,병원,치과의원,청담동,127.0494246,37.52771822
82691,경희장원한의원,의료,병원,한의원,신사동,127.0266807,37.5244784
82696,남강치과의원,의료,병원,치과의원,압구정동,127.0359788,37.52986186
82724,네모치과병원,의료,병원,치과병원,대치4동,127.0502134,37.50386466
82773,모앤탑한의원,의료,병원,한의원,개포2동,127.0682354,37.48617624
82895,그린치과병원,의료,병원,치과병원,신사동,127.0234887,37.51939716
82986,국보한의원,의료,병원,한의원,역삼2동,127.0443401,37.49791537
83004,미켈란치과의원,의료,병원,치과의원,역삼1동,127.0290518,37.49602463
83073,바른몸한의원,의료,병원,한의원,대치4동,127.0511761,37.50376427
83194,강남스타28치과의원,의료,병원,치과의원,역삼1동,127.0258789,37.50261225
83299,김담희한의원,의료,병원,한의원,논현1동,127.0276179,37.50718592
83304,대치더블유내과의원,의료,병원,내과/외과,대치1동,127.0548282,37.49577414
83306,김희중비뇨기과의원,의료,병원,비뇨기과,역삼2동,127.0446459,37.50143196
83363,상암하늘치과의원,의료,병원,치과의원,역삼1동,127.0481315,37.50571308
83433,메릴랜드치과,의료,병원,치과의원,삼성1동,127.0590306,37.51505425
83459,더밸런스한의원,의료,병원,한의원,대치2동,127.0613856,37.49862871
83476,가슴편한내과,의료,병원,내과/외과,논현2동,127.0426342,37.51017393
83572,기억치과의원,의료,병원,치과의원,역삼1동,127.0269709,37.50038664
83592,연세이비인후과,의료,병원,이비인후과의원,대치1동,127.0633599,37.49267938
83653,아이러브안과의원,의료,병원,안과의원,압구정동,127.0288178,37.52456808
83673,국보한의원,의료,병원,한의원,역삼2동,127.0442792,37.50091539
83683,바디위시한의원,의료,병원,한의원,역삼1동,127.0280225,37.49865626
83690,청아치과,의료,병원,치과의원,역삼1동,127.0309682,37.50000501
83695,뉴트랙스한의원,의료,병원,한의원,논현2동,127.0405828,37.51668092
83704,조선화의여성미한의원,의료,병원,한의원,논현1동,127.0206854,37.51576974
83712,강남마누바세안과의원,의료,병원,안과의원,삼성2동,127.0489302,37.50516086
83722,강남대치과외컨설팅,의료,병원,치과의원,역삼1동,127.0319938,37.49239049
83725,강남이플러스치과,의료,병원,치과의원,역삼2동,127.0481441,37.50382998
83726,박찬유치과,의료,병원,치과의원,압구정동,127.0321975,37.53267825
83747,이안내과,의료,병원,내과/외과,압구정동,127.0307194,37.52798968
83766,백치과,의료,병원,치과의원,신사동,127.027212,37.52625785
83767,반룡한의원,의료,병원,한의원,논현2동,127.0404025,37.51839145
83768,파크에비뉴치과의원,의료,병원,치과의원,대치1동,127.0626514,37.49235839
83773,포에버치과일반,의료,병원,치과의원,논현1동,127.0256871,37.50518769
83774,연세외과의원,의료,병원,내과/외과,역삼1동,127.0482841,37.5052728
83801,닥터프라임치과,의료,병원,치과의원,역삼1동,127.0280225,37.49865626
83836,김기준한의원,의료,병원,한의원,역삼1동,127.0280225,37.49865626
83855,글로벌케어신경외과의원,의료,병원,신경외과,도곡2동,127.053198,37.48874184
83866,푸른나무치과의원,의료,병원,치과의원,역삼1동,127.028341,37.49851471
83958,가인치과,의료,병원,치과의원,삼성1동,127.0581883,37.51097477
84068,강남파인즈치과,의료,병원,치과의원,세곡동,127.1000271,37.46680655
84072,강남퍼스트안과,의료,병원,안과의원,역삼1동,127.0298948,37.49905009
84094,강남리더스치과,의료,병원,치과의원,역삼1동,127.031467,37.49378281
84169,대치뽀빠이정형외과의원,의료,병원,내과/외과,대치1동,127.0561248,37.49069353
84185,강남조내과,의료,병원,내과/외과,역삼1동,127.0270535,37.50012601
84187,강이비인후과,의료,병원,이비인후과의원,일원본동,127.0847863,37.48552169
84229,경희부부한의원,의료,병원,한의원,대치2동,127.0644754,37.49662584
84317,대치동천사치과의원,의료,병원,치과의원,역삼1동,127.0300857,37.49827675
84369,마디힐신경외과의원,의료,병원,신경외과,논현1동,127.0291347,37.50621624
84418,더미소피부과의원,의료,병원,내과/외과,압구정동,127.03371,37.52594177
84594,유디국회의사당치과,의료,병원,치과의원,논현1동,127.0218672,37.51102198
84602,독일웰치과병원,의료,병원,치과병원,대치2동,127.0705761,37.49986374
84607,경희한의원,의료,병원,한의원,대치1동,127.0629697,37.49313582
84655,일오삼한의원,의료,병원,한의원,역삼2동,127.04191,37.49692255
84705,봉담치과의원,의료,병원,치과의원,논현2동,127.0344535,37.50775559
84814,라연한의원,의료,병원,한의원,논현1동,127.0246477,37.50509802
84815,양생채가한의원,의료,병원,한의원,압구정동,127.0350874,37.52880035
84839,아이러브안과의원,의료,병원,안과의원,압구정동,127.029741,37.52578308
84856,에덴미치과의원,의료,병원,치과의원,일원2동,127.0745709,37.49232621
84870,제아치과의원,의료,병원,치과의원,역삼1동,127.027137,37.49979331
84990,이솝한방병원,의료,병원,한방병원,신사동,127.0278839,37.52417295
85047,연세이비인후과,의료,병원,이비인후과의원,압구정동,127.0396083,37.53092764
85073,서울가정의학과의원,의료,병원,일반병원,압구정동,127.0384577,37.52801689
85242,소우주요양병원,의료,병원,노인/치매병원,개포4동,127.0474716,37.47663064
85372,청아치과병원일반,의료,병원,치과병원,역삼1동,127.0316633,37.49959623
85450,에스에이치한의원,의료,병원,한의원,삼성2동,127.0422104,37.51678423
85527,미유치과의원,의료,병원,치과의원,역삼1동,127.0266094,37.50123065
85609,일원연세내과,의료,병원,내과/외과,일원1동,127.0875721,37.49168847
85670,옥스치과의원엔에스,의료,병원,치과의원,역삼1동,127.0285093,37.49862422
85692,에스치과의원,의료,병원,치과의원,논현2동,127.0393656,37.51632862
85840,리뉴유한의원,의료,병원,한의원,삼성1동,127.0591417,37.51431627
85893,선릉지세븐치과,의료,병원,치과의원,대치4동,127.0516775,37.50346193
85986,서울선진내과의원,의료,병원,내과/외과,도곡1동,127.0409585,37.48908464
85989,서울바른치과일반,의료,병원,치과의원,논현2동,127.0405828,37.51668092
85998,서울강남인치과의원,의료,병원,치과의원,역삼1동,127.0361998,37.50301228
86062,미소플랜치과의원,의료,병원,치과의원,세곡동,127.1078375,37.47356068
86137,이오플러스치과일반,의료,병원,치과의원,삼성2동,127.0503755,37.5053527
86186,모즈치과일반,의료,병원,치과의원,청담동,127.0437988,37.52439298
86207,연치과,의료,병원,치과의원,대치1동,127.0619153,37.49425378
86226,연세맑은이비인후과,의료,병원,이비인후과의원,역삼1동,127.0359384,37.50222623
86302,연세코코이비인후과,의료,병원,이비인후과의원,삼성2동,127.0494968,37.50507532
86445,편한치과의원,의료,병원,치과의원,압구정동,127.0292593,37.53152782
86450,페이스디자인구강악안면외과의원,의료,병원,내과/외과,논현1동,127.020385,37.5145238
86626,행복한옥토한의원,의료,병원,한의원,청담동,127.0501143,37.52329059
86675,청주밝은안과의원,의료,병원,안과의원,신사동,127.0234588,37.52690267
86705,포비에스치과,의료,병원,치과의원,압구정동,127.0341483,37.52880168
86755,율려한의원,의료,병원,한의원,삼성2동,127.0433221,37.51565791
86894,바노바기피부과,의료,병원,내과/외과,역삼1동,127.0354639,37.50306935
86913,티스치과,의료,병원,치과의원,삼성2동,127.0529667,37.50616643
86950,유수장치과,의료,병원,치과의원,압구정동,127.0391606,37.52437335
86955,이유구강악안면외과,의료,병원,내과/외과,논현1동,127.0206347,37.5161838
86970,킴스패밀리의원한의원,의료,병원,한의원,압구정동,127.0354951,37.52876764
87046,황정현치과의원일반,의료,병원,치과의원,삼성1동,127.0516578,37.51753625
87112,얼바인치과,의료,병원,치과의원,일원1동,127.0866356,37.49244714
87165,정인안과,의료,병원,안과의원,대치1동,127.0552134,37.4966152
87169,웰치과의원일반,의료,병원,치과의원,삼성1동,127.0582351,37.50904688
87287,오감치과의원,의료,병원,치과의원,청담동,127.0431151,37.52566693
87371,스마일어게인플러스치과의원일반,의료,병원,치과의원,역삼1동,127.0310437,37.49941093
87397,자곡서울치과의원,의료,병원,치과의원,세곡동,127.0964811,37.47214082
87464,일레븐치과의원,의료,병원,치과의원,역삼1동,127.0354564,37.50277194
87479,이은미내추럴한의원,의료,병원,한의원,신사동,127.0280838,37.52533695
87559,압구정공룡치과의원,의료,병원,치과의원,신사동,127.0280756,37.5250936
87586,제트치과의원,의료,병원,치과의원,도곡1동,127.0339006,37.48570223
87617,서울그린치과의원,의료,병원,치과의원,논현2동,127.0410239,37.51580147
87669,서울치과,의료,병원,치과의원,압구정동,127.0323496,37.52615589
87705,차이성형외과,의료,병원,내과/외과,신사동,127.0271789,37.52444647
87740,윤덕기치과,의료,병원,치과의원,대치2동,127.0706094,37.49991807
87749,윤안과의원윤평열,의료,병원,안과의원,대치4동,127.0518807,37.49902136
87781,예미안치과,의료,병원,치과의원,압구정동,127.0255262,37.53147906
87782,쎌치과연구소,의료,병원,치과의원,역삼1동,127.036638,37.4944288
87824,청담서울이비인후과이의원,의료,병원,이비인후과의원,청담동,127.0482939,37.51875265
87909,압구정에스앤비안과의원,의료,병원,내과/외과,압구정동,127.0287117,37.52402658
88067,유원한의원,의료,병원,한의원,청담동,127.0467709,37.52465128
88068,유비씨리드치과의원,의료,병원,치과의원,대치2동,127.0686259,37.49571253
88123,압구정와이케이치과,의료,병원,치과의원,신사동,127.0278302,37.5265693
88174,자미안한의원,의료,병원,한의원,논현1동,127.0226251,37.50928922
88180,청담치과의원,의료,병원,치과의원,청담동,127.0490504,37.52511117
88333,청담서울외과,의료,병원,내과/외과,청담동,127.0482939,37.51875265
88456,연세키즈앤주니어치과일반,의료,병원,치과의원,대치2동,127.0658971,37.49961058
88472,인텔리지치과,의료,병원,치과의원,일원본동,127.0861765,37.48186513
88575,지호한의원,의료,병원,한의원,역삼1동,127.0357583,37.50216169
88585,조해완안과의원,의료,병원,안과의원,대치1동,127.0608839,37.49804805
88629,역삼미소와건강치과,의료,병원,치과의원,청담동,127.0516785,37.52037474
88639,청담미치과의원,의료,병원,치과의원,삼성2동,127.0517273,37.51472552
88644,이종구내과,의료,병원,내과/외과,청담동,127.0396001,37.52362906
88651,제세한의원,의료,병원,한의원,역삼2동,127.0463631,37.49624674
88667,아비스가정의학과,의료,병원,일반병원,삼성2동,127.0514389,37.51338064
88680,세시간치과,의료,병원,치과의원,논현2동,127.0346447,37.50783825
88804,서울리더스치과의원,의료,병원,치과의원,역삼1동,127.042725,37.50394838
88843,자생한방병원,의료,병원,한방병원,논현1동,127.0222985,37.5100434
88888,한국미한의원,의료,병원,한의원,도곡2동,127.0534667,37.48805919
89028,이스턴치과,의료,병원,치과의원,논현2동,127.0330554,37.51530399
89095,하나한의원,의료,병원,한의원,역삼2동,127.0479217,37.49997167
89209,킹스치과의원,의료,병원,치과의원,논현1동,127.0233685,37.51734176
89243,경희정한의원,의료,병원,한의원,논현2동,127.0433381,37.51085542
89280,FOSU치과,의료,병원,치과의원,역삼1동,127.029273,37.49553988
89322,다노한의원,의료,병원,한의원,대치4동,127.0508173,37.5035181
89344,신사미의원,의료,병원,내과/외과,논현1동,127.0203333,37.51500994
89576,소울한의원,의료,병원,한의원,대치2동,127.0619798,37.50808552
89646,밝은성모안과,의료,병원,안과의원,역삼1동,127.0305021,37.49581128
89647,힐링안과,의료,병원,안과의원,역삼1동,127.0282892,37.49815386
89677,연세인가정의학과,의료,병원,일반병원,역삼1동,127.0305021,37.49581128
89697,2d덴탈클리닉,의료,병원,치과병원,역삼1동,127.0282892,37.49815386
89731,서울sci치과,의료,병원,치과의원,삼성1동,127.0591391,37.51182033
89735,김종우치과,의료,병원,치과의원,삼성2동,127.0439477,37.51095047
89794,유씨강남치과의원,의료,병원,치과의원,논현2동,127.0349943,37.5079222
89814,황제한의원,의료,병원,한의원,삼성2동,127.0459579,37.51120099
89843,오리엔탈치과의원,의료,병원,치과의원,대치4동,127.0539301,37.4979385
89913,다스름한의원,의료,병원,한의원,개포2동,127.0688068,37.48933446
89928,강남제이에스의원,의료,병원,내과/외과,논현1동,127.024768,37.5062884
89960,노블케어한방병원,의료,병원,한방병원,압구정동,127.0338209,37.5269969
89967,SNU서울안과의원,의료,병원,안과의원,신사동,127.0194981,37.51746288
89975,하루에치과의원,의료,병원,치과의원,논현1동,127.0276441,37.51911607
90062,레몬의원한의원,의료,병원,한의원,논현1동,127.0263941,37.50735605
90095,청소년과함께하는재경유란회,의료,병원,내과/외과,청담동,127.0421404,37.51872093
90096,연세더블유여성의원,의료,병원,내과/외과,대치4동,127.0502582,37.50300901
90122,레아산부인과의원,의료,병원,내과/외과,역삼1동,127.0302937,37.49356594
90125,포에버의원,의료,병원,내과/외과,신사동,127.0277857,37.52215378
90157,위드유원일성형외과의원,의료,병원,내과/외과,신사동,127.0273066,37.52419523
90179,지힐링스퀘어의원,의료,병원,내과/외과,논현1동,127.0221194,37.51683585
90181,자향미한의원,의료,병원,한의원,역삼1동,127.029273,37.49553988
90182,강석일한의원,의료,병원,한의원,역삼1동,127.0426523,37.50964246
90209,강남지인병원,의료,병원,내과/외과,논현2동,127.0350109,37.51277902
90213,재돈성형외과의원,의료,병원,내과/외과,신사동,127.025529,37.52518074
90229,자향한의원,의료,병원,한의원,역삼1동,127.029273,37.49553988
90276,유씨서울치과교정과치과의원,의료,병원,치과의원,신사동,127.0279401,37.52332642
90291,청담아티젠의원,의료,병원,내과/외과,청담동,127.0400385,37.5247319
90326,브랜뉴의원,의료,병원,내과/외과,청담동,127.045124,37.52693566
90329,애트민헬스케어의원,의료,병원,내과/외과,삼성1동,127.0581883,37.51097477
90330,아미가의원,의료,병원,내과/외과,대치2동,127.0594504,37.50683997
90333,노블케어요양병원,의료,병원,노인/치매병원,압구정동,127.0338209,37.5269969
90477,눈에미소안과,의료,병원,안과의원,역삼1동,127.029273,37.49553988
90503,이지스로앤산부인과의원,의료,병원,내과/외과,삼성2동,127.0508489,37.50548265
90519,퍼펙트의원,의료,병원,내과/외과,신사동,127.0194837,37.51769703
90575,에스엠예선의원,의료,병원,내과/외과,신사동,127.0278586,37.525254
