,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,행정동명,경도,위도
52329,연세우노비뇨기과,의료,병원,비뇨기과,역삼1동,127.0259272,37.50237838
52335,정산부인과,의료,병원,내과/외과,일원2동,127.0755734,37.49264943
52353,맹화섭한의원,의료,병원,한의원,논현1동,127.0234857,37.50747621
52359,한중한의원,의료,병원,한의원,대치4동,127.0512299,37.50040376
52379,임병제안과,의료,병원,안과의원,역삼1동,127.0482976,37.5051017
52534,한진규의원,의료,병원,내과/외과,논현1동,127.0295177,37.51595077
52592,이규찬치과의원,의료,병원,치과병원,개포2동,127.0746399,37.48948841
52880,다나을한의원,의료,병원,한의원,논현1동,127.0237512,37.5174891
52896,웃는내일치과의원,의료,병원,치과의원,대치1동,127.0573953,37.4921724
52946,연정신경정신과의원,의료,병원,일반병원,역삼1동,127.0300538,37.49550124
52989,더스타치과,의료,병원,치과의원,논현1동,127.0206347,37.5161838
53015,리움한의원,의료,병원,한의원,대치2동,127.061574,37.50797417
53016,예림이비인후과의원,의료,병원,내과/외과,개포2동,127.0614663,37.4822391
53023,청명한의원,의료,병원,한의원,대치4동,127.052031,37.49876126
53120,바른마디의원,의료,병원,내과/외과,대치2동,127.0597373,37.50741893
53216,글램외과,의료,병원,내과/외과,청담동,127.0420554,37.52713607
53219,루시아치과,의료,병원,치과의원,논현2동,127.0317334,37.52043817
53230,더맑은내과,의료,병원,내과/외과,역삼2동,127.0391581,37.49986467
53315,유디학동치과,의료,병원,치과의원,논현2동,127.032255,37.5115851
53452,양재도원한의원,의료,병원,한의원,도곡1동,127.0343467,37.48530942
53456,석탑치과의원,의료,병원,치과의원,일원2동,127.0755734,37.49264943
53482,소리이비인후과,의료,병원,이비인후과의원,청담동,127.0485651,37.51878187
53571,다미인성형외과의원,의료,병원,내과/외과,논현1동,127.029577,37.515735
53666,압구정톡스앤필의원,의료,병원,일반병원,압구정동,127.0296542,37.523755
53730,뮤즈의원,의료,병원,일반병원,역삼1동,127.0256723,37.50284482
53807,제중경희한의원,의료,병원,한의원,개포4동,127.0474193,37.47897297
53816,그랜드성형외과병원,의료,병원,내과/외과,신사동,127.0217161,37.51740017
53836,문제원치과,의료,병원,치과병원,도곡1동,127.0343467,37.48530942
53873,다나치과의원,의료,병원,치과의원,수서동,127.1024712,37.48836055
53879,영한의원,의료,병원,한의원,대치2동,127.064549,37.49978914
53883,경희명생당한의원,의료,병원,한의원,대치2동,127.0658971,37.49961058
53938,유영세치과의원,의료,병원,치과의원,압구정동,127.0295417,37.52632207
54008,샬롬치과,의료,병원,치과의원,역삼1동,127.0359052,37.50128886
54016,안상훈치과,의료,병원,치과의원,압구정동,127.0310802,37.5263347
54042,고려당한의원,의료,병원,한의원,청담동,127.0488829,37.52404658
54113,리더스미의원,의료,병원,일반병원,대치4동,127.0508678,37.50309501
54115,고만성소아과,의료,병원,내과/외과,일원2동,127.0755734,37.49264943
54173,신라의원,의료,병원,일반병원,대치2동,127.0665537,37.5077343
54247,강남서울밝은안과의원,의료,병원,내과/외과,역삼1동,127.0285648,37.49783175
54253,한국미인의원,의료,병원,일반병원,역삼1동,127.0286141,37.49664276
54301,강남성모이비인후과의원,의료,병원,이비인후과의원,역삼1동,127.0304596,37.49298162
54347,푸른하늘이비인후과,의료,병원,이비인후과의원,대치4동,127.0510543,37.50355605
54362,천화당한의원,의료,병원,한의원,개포2동,127.0674257,37.48854865
54364,크림치과,의료,병원,치과의원,역삼1동,127.0343221,37.5003929
54377,선플러스치과,의료,병원,치과의원,역삼1동,127.0469559,37.50476651
54453,양문규치과의원,의료,병원,치과의원,청담동,127.0492229,37.52399525
54632,지에스안과,의료,병원,안과의원,역삼1동,127.0285648,37.49783175
54653,역삼도원한의원,의료,병원,한의원,역삼2동,127.0515469,37.49858617
54695,우성한의원,의료,병원,한의원,논현1동,127.0230166,37.51049086
54760,일레븐치과의원,의료,병원,치과의원,역삼1동,127.027137,37.49979331
54786,메리트안과,의료,병원,안과의원,논현1동,127.0299188,37.51467457
54790,원탑비뇨기과,의료,병원,비뇨기과,논현2동,127.036564,37.51603549
54800,김철호치과의원,의료,병원,치과의원,신사동,127.0234921,37.52434396
54825,하얀치과의원,의료,병원,치과의원,역삼1동,127.0302937,37.49356594
54847,윤두중치과의원,의료,병원,치과의원,압구정동,127.0304386,37.52783419
54851,포샤르치과병원,의료,병원,치과병원,역삼1동,127.0285648,37.49783175
54894,앵글치과의원,의료,병원,치과의원,청담동,127.0503135,37.52006642
54901,자임당한의원,의료,병원,한의원,논현2동,127.0338809,37.50830055
54909,E-믿음치과,의료,병원,치과병원,역삼2동,127.0401333,37.50143142
54929,김광현치과의원,의료,병원,치과의원,역삼1동,127.0351598,37.50209373
55065,김찬기치과의원,의료,병원,치과의원,논현2동,127.0309638,37.51434075
55106,연세코앤이비인후과의원,의료,병원,내과/외과,역삼1동,127.026807,37.5008178
55125,정겨운여성한의원,의료,병원,한의원,역삼1동,127.0289704,37.49881724
55142,대치가원한의원,의료,병원,한의원,대치1동,127.0573953,37.4921724
55172,그레이스치과의원,의료,병원,치과의원,삼성1동,127.0582075,37.50944313
55234,고운이치과,의료,병원,치과병원,개포2동,127.0609291,37.48269437
55385,서전치과의원,의료,병원,치과의원,논현2동,127.0423635,37.51011767
55472,압구정성모안과,의료,병원,안과의원,압구정동,127.0329609,37.52700789
55485,뉴연세치과의원,의료,병원,치과의원,대치4동,127.0552131,37.50561676
55526,앤플러스의원,의료,병원,일반병원,신사동,127.0274436,37.52497126
55528,권한의원,의료,병원,한의원,삼성2동,127.0422104,37.51678423
55594,아름치과,의료,병원,치과의원,역삼1동,127.027137,37.49979331
55611,서울미소진치과,의료,병원,치과의원,삼성1동,127.0587646,37.50831224
55669,블랑피부과,의료,병원,내과/외과,논현1동,127.0218607,37.51672558
55723,영동한의원,의료,병원,한의원,논현2동,127.0388178,37.51670261
55749,E-스타치과,의료,병원,치과의원,개포4동,127.0450579,37.47795373
55765,평화한의원,의료,병원,한의원,역삼2동,127.0506814,37.49816473
55886,김유진치과의원,의료,병원,치과의원,대치4동,127.0514358,37.50021619
55897,우양메디칼,의료,병원,일반병원,논현2동,127.0363045,37.51597931
55988,공간한의원,의료,병원,한의원,논현1동,127.0266681,37.50716007
56027,에스피부과의원,의료,병원,내과/외과,대치2동,127.0597373,37.50741893
56050,바른이만들기치과교정과,의료,병원,치과병원,대치4동,127.0530475,37.49797648
56131,세련의원,의료,병원,내과/외과,논현2동,127.0401215,37.51648795
56136,척척디스크한의원,의료,병원,한의원,삼성1동,127.0587646,37.50831224
56171,김민정한의원,의료,병원,한의원,역삼1동,127.0335054,37.49882739
56173,이손치과,의료,병원,치과의원,역삼1동,127.0349412,37.49974019
56325,좋은세상제암의원,의료,병원,내과/외과,도곡1동,127.0437578,37.49302693
56408,오성진치과의원,의료,병원,치과의원,청담동,127.049355,37.5189324
56477,정규운치과의원,의료,병원,치과의원,대치2동,127.0713464,37.4988516
56531,옥스치과의원,의료,병원,치과의원,역삼1동,127.0285093,37.49862422
56621,민들레한의원,의료,병원,한의원,압구정동,127.0313083,37.52794045
56626,테헤란안과,의료,병원,안과의원,삼성2동,127.0549954,37.50673233
56628,위맑음한의원,의료,병원,한의원,역삼1동,127.0361998,37.50301228
56743,유광희치과의원,의료,병원,치과의원,청담동,127.0408111,37.51916968
56808,신석호정신과의원,의료,병원,일반병원,일원2동,127.0755734,37.49264943
56839,늘푸른비뇨기과,의료,병원,비뇨기과,역삼1동,127.0285648,37.49783175
56850,청청한의원,의료,병원,한의원,대치4동,127.0500447,37.50289917
56874,김용재이비인후과,의료,병원,내과/외과,도곡2동,127.053198,37.48874184
56967,강남센트럴병원,의료,병원,종합병원,수서동,127.1029678,37.4884364
57012,서울유러치과의원,의료,병원,치과의원,역삼1동,127.0362388,37.49909301
57072,씽씽한의원,의료,병원,한의원,대치4동,127.0504873,37.50188454
57145,엠케이이지치과의원,의료,병원,치과의원,압구정동,127.0312585,37.52479537
57189,얼바인치과의원,의료,병원,치과의원,일원1동,127.0814292,37.49004599
57249,듀얼의원,의료,병원,내과/외과,역삼2동,127.0487638,37.50401518
57278,서울토토치과의원,의료,병원,치과의원,대치2동,127.063223,37.5000129
57293,임피리얼팰리스치과,의료,병원,치과의원,논현2동,127.0358047,37.51438036
57395,역삼의원,의료,병원,내과/외과,역삼2동,127.0400376,37.49477184
57434,삼성정형외과,의료,병원,내과/외과,청담동,127.0446937,37.51809285
57467,강남연세안과,의료,병원,안과의원,역삼1동,127.0280225,37.49865626
57528,영이비인후과의원,의료,병원,이비인후과의원,역삼1동,127.0306379,37.49930849
57630,평강한의원,의료,병원,한의원,압구정동,127.0294796,37.52588005
57658,이포치과,의료,병원,치과의원,청담동,127.0495073,37.51941118
57693,세인트루이스치과,의료,병원,치과의원,신사동,127.0270914,37.52595951
57780,이용호치과,의료,병원,치과병원,대치4동,127.0507138,37.50454447
57796,제일성모안과의원,의료,병원,내과/외과,일원2동,127.0755734,37.49264943
57854,푸른나무치과의원,의료,병원,치과의원,역삼1동,127.0289704,37.49881724
57899,골드만비뇨기과,의료,병원,비뇨기과,역삼1동,127.0310284,37.49184194
57960,고준영이비인후과,의료,병원,이비인후과의원,대치1동,127.0629032,37.49392823
57995,닥터맘소아과,의료,병원,내과/외과,청담동,127.0466127,37.51841471
58074,메디올의원,의료,병원,일반병원,신사동,127.0197774,37.5168705
58113,서울위드치과,의료,병원,치과의원,역삼1동,127.02874,37.49652666
58328,태원영상의학과의원,의료,병원,일반병원,역삼2동,127.0397914,37.49545464
58347,청담치과의원,의료,병원,치과의원,청담동,127.0494504,37.52479001
58410,비타민의원,의료,병원,일반병원,논현2동,127.0405828,37.51668092
58452,삼성고운미소치과의원,의료,병원,치과의원,삼성1동,127.0588702,37.50801573
58491,선민한의원,의료,병원,한의원,역삼1동,127.0334267,37.50054777
58508,네오유여성비뇨기과의원,의료,병원,비뇨기과,역삼1동,127.0259272,37.50237838
58562,포즈의원,의료,병원,일반병원,압구정동,127.0288517,37.52456836
58617,준신경외과,의료,병원,내과/외과,논현1동,127.0291347,37.50621624
58662,한중제생큐오엘한의원,의료,병원,한의원,삼성1동,127.0523976,37.51538867
58777,라인미한의원,의료,병원,한의원,신사동,127.0279037,37.5261374
58798,혜민서한의원,의료,병원,한의원,대치2동,127.0597672,37.50322925
58809,미즈메디병원,의료,병원,내과/외과,대치1동,127.0598641,37.49820213
58810,역삼이창훈이비인후과,의료,병원,이비인후과의원,역삼1동,127.0363239,37.50127426
58846,삼성제일한의원,의료,병원,한의원,대치4동,127.0551474,37.49736255
58885,씨디씨어린이치과의원,의료,병원,치과의원,청담동,127.0553296,37.52060223
58916,김도균외과,의료,병원,내과/외과,논현2동,127.028827,37.51949524
58965,서울치과의원,의료,병원,치과의원,대치2동,127.0694408,37.49839509
59044,강남담온한의원,의료,병원,한의원,역삼1동,127.0315897,37.49741507
59192,자향한의원,의료,병원,한의원,세곡동,127.1012154,37.46575233
59310,네오한의원,의료,병원,한의원,압구정동,127.0294259,37.52304129
59349,강남구치과의사회,의료,병원,치과의원,대치4동,127.052031,37.49876126
59377,현등한의원,의료,병원,한의원,도곡2동,127.0513045,37.48735705
59443,선릉웰치과,의료,병원,치과의원,삼성2동,127.0494968,37.50507532
59453,청담서울여성외과,의료,병원,내과/외과,신사동,127.0271202,37.52548219
59480,맞춤한의원,의료,병원,한의원,일원2동,127.0803184,37.4911817
59534,강남초이스정형외과병원,의료,병원,내과/외과,역삼1동,127.0484487,37.50477854
59570,에비타흉부외과의원,의료,병원,내과/외과,신사동,127.0277846,37.52136085
59597,바른턱경희정함한의원,의료,병원,한의원,신사동,127.0278969,37.52404691
59713,코편한한의원,의료,병원,한의원,대치1동,127.0597536,37.49348871
59728,한국미한의원,의료,병원,한의원,도곡2동,127.053198,37.48874184
59815,강남서울외과의원,의료,병원,내과/외과,역삼1동,127.029201,37.49585466
59822,이태규신경과의원,의료,병원,내과/외과,논현2동,127.032255,37.5115851
59916,우리들병원,의료,병원,종합병원,청담동,127.0495906,37.51908747
59939,문희승내과,의료,병원,내과/외과,수서동,127.1026729,37.48850625
59956,수플란트치과병원,의료,병원,치과의원,압구정동,127.0393713,37.52559149
59985,강남더블유안과의원,의료,병원,안과의원,역삼1동,127.0251238,37.50414683
60028,연세바른마음치과의원,의료,병원,치과의원,논현2동,127.0393475,37.5168601
60029,다나한의원,의료,병원,한의원,도곡1동,127.0394378,37.48685568
60079,왕희한의원,의료,병원,한의원,삼성2동,127.0443428,37.51012469
60129,강남루덴플러스치과의원,의료,병원,치과의원,역삼1동,127.0298722,37.49904991
60307,선경치과의원,의료,병원,치과의원,논현1동,127.0218672,37.51102198
60326,주니스의원,의료,병원,일반병원,청담동,127.0468501,37.52375987
60369,다비드치과,의료,병원,치과의원,신사동,127.02067,37.51694999
60427,압구정엘제이비뇨기과의원,의료,병원,내과/외과,압구정동,127.0287117,37.52402658
60454,압구정연치과의원,의료,병원,치과의원,신사동,127.0281747,37.52617567
60484,김철수치과의원,의료,병원,치과의원,역삼2동,127.0484061,37.49922769
60487,유디성신치과병원,의료,병원,치과의원,삼성2동,127.0508489,37.50548265
60513,압구정현치과,의료,병원,치과의원,신사동,127.0276271,37.52652258
60548,유디강남치과의원,의료,병원,치과의원,역삼1동,127.0285648,37.49783175
60550,압구정위드성형외과의원,의료,병원,내과/외과,압구정동,127.0286028,37.52282728
60570,시카고치과의원,의료,병원,치과의원,대치4동,127.0526233,37.49753156
60572,미한의원,의료,병원,한의원,논현1동,127.0206854,37.51576974
60594,경희사랑채한의원,의료,병원,한의원,일원1동,127.0876532,37.49152691
60732,나동규한의원,의료,병원,한의원,역삼2동,127.0515499,37.49835192
60756,김앤김치과의원,의료,병원,치과의원,신사동,127.0278969,37.52404691
60874,강남아이메디안과의원,의료,병원,안과의원,역삼1동,127.0278175,37.49877171
60985,삼성라인성형외과의원,의료,병원,내과/외과,청담동,127.0438827,37.52668233
61057,차서한의원,의료,병원,한의원,도곡2동,127.0448452,37.48578221
61065,청담이지함피부과의원,의료,병원,내과/외과,청담동,127.0425375,37.52394124
61120,신출한의원,의료,병원,한의원,청담동,127.0406548,37.52696251
61199,김학술비뇨기과,의료,병원,비뇨기과,대치1동,127.0629032,37.49392823
61226,소마한의원,의료,병원,한의원,대치4동,127.0499464,37.50441215
61293,청담톡스앤필의원,의료,병원,내과/외과,청담동,127.0412907,37.52677845
61302,스템케이성형외과의원,의료,병원,내과/외과,신사동,127.0197774,37.5168705
61399,아름다운여성한의원,의료,병원,내과/외과,대치4동,127.0510543,37.50355605
61412,강흥석치과의원,의료,병원,치과의원,대치2동,127.0635838,37.4991958
61426,아름다운나라성형외과,의료,병원,내과/외과,역삼1동,127.0285648,37.49783175
61481,장홍석정신건강의학과의원,의료,병원,내과/외과,삼성2동,127.0489302,37.50516086
61500,씨씨엘치과의원,의료,병원,치과의원,논현1동,127.0261159,37.50526331
61511,세라믹치과의원,의료,병원,치과의원,논현2동,127.0315944,37.51456217
61548,청담에이치내과의원,의료,병원,내과/외과,청담동,127.0446937,37.51809285
61667,닥터프라임치과,의료,병원,치과의원,역삼1동,127.0276118,37.49893221
61696,서울위드성형외과,의료,병원,내과/외과,압구정동,127.0286028,37.52282728
61762,더맑은신경정신과,의료,병원,신경외과,역삼1동,127.0361391,37.5015701
61823,리의원,의료,병원,일반병원,압구정동,127.0313083,37.52794045
61872,김태욱외과의원,의료,병원,내과/외과,도곡2동,127.053198,37.48874184
62028,기운찬한의원,의료,병원,한의원,개포2동,127.0677411,37.48865026
62060,한국애침한의원,의료,병원,한의원,역삼1동,127.0359724,37.50222651
62090,압구정미한의원,의료,병원,한의원,압구정동,127.0298837,37.52350459
62127,청담여성한의원,의료,병원,한의원,청담동,127.049355,37.5189324
62137,강남밝은성모안과,의료,병원,안과의원,역삼1동,127.0293648,37.49805458
62150,천지연한의원,의료,병원,한의원,대치4동,127.0508133,37.50114829
62334,이비치동물치과병원,의료,병원,치과의원,청담동,127.0396404,37.52225077
62336,세란안과,의료,병원,안과의원,삼성1동,127.0579795,37.50958548
62362,서울손내과,의료,병원,내과/외과,압구정동,127.0309539,37.52735186
62593,이종복치과의원,의료,병원,치과의원,역삼2동,127.0426664,37.50145198
62597,유디치과협회,의료,병원,치과의원,역삼1동,127.0285648,37.49783175
62711,오클라호마자연주의치과,의료,병원,치과의원,도곡1동,127.0350749,37.48495494
62750,강남코모키이비인후과의원,의료,병원,이비인후과의원,역삼1동,127.0286141,37.49664276
63033,서울성모신경외과의원,의료,병원,신경외과,논현2동,127.0315012,37.51389463
63052,베스트덴치과의원,의료,병원,치과의원,역삼1동,127.0293648,37.49805458
63224,정진한의원,의료,병원,한의원,일원1동,127.0810341,37.49090794
63226,최정원치과의원,의료,병원,치과의원,도곡1동,127.0440029,37.48621692
63578,오세홍치과의원,의료,병원,치과의원,신사동,127.0197774,37.5168705
63612,이재현치과,의료,병원,치과의원,일원본동,127.0853694,37.4831474
63644,오렌지치과의원,의료,병원,치과의원,신사동,127.0276922,37.5232523
63648,이범한자미유한의원,의료,병원,한의원,논현1동,127.0235025,37.51053092
63854,삼일한의원,의료,병원,한의원,개포4동,127.0490801,37.47371515
63958,압구정푸른세상안과,의료,병원,안과의원,신사동,127.0278969,37.52404691
64007,온한의원,의료,병원,한의원,세곡동,127.103451,37.46313821
64087,수성치과,의료,병원,치과의원,일원본동,127.0796064,37.48285035
64146,청담라인치과의원,의료,병원,치과의원,청담동,127.0482939,37.51875265
64198,압구정YK치과,의료,병원,치과의원,신사동,127.0278302,37.5265693
64208,스페셜이비인후과의원,의료,병원,내과/외과,논현1동,127.0295177,37.51595077
64250,손고운치과의원,의료,병원,치과의원,역삼2동,127.0469391,37.49897258
64276,마리즈산부인과의원,의료,병원,내과/외과,청담동,127.0457015,37.52689527
64284,본케어한의원,의료,병원,한의원,역삼1동,127.0369999,37.50764122
64307,강남삼성신경외과,의료,병원,신경외과,역삼1동,127.0299591,37.4940768
64499,서울동민치과의원,의료,병원,치과의원,대치4동,127.0595397,37.49882127
64609,튼튼이치과의원,의료,병원,치과의원,삼성2동,127.044008,37.51065361
64748,가온자리한의원,의료,병원,한의원,개포2동,127.0614663,37.4822391
64766,나헌식한의원,의료,병원,한의원,삼성2동,127.0487629,37.50587135
65071,이해맑은치과의원,의료,병원,치과의원,논현1동,127.0230393,37.51135605
65084,서울가정의학의원,의료,병원,일반병원,압구정동,127.0384577,37.52801689
65217,할렐루야치과의원,의료,병원,치과의원,일원2동,127.0772101,37.49565374
65306,서울박내과의원,의료,병원,내과/외과,대치1동,127.057935,37.49241999
65320,심내과의원,의료,병원,내과/외과,대치1동,127.0610261,37.49392233
65333,장치과의원,의료,병원,치과의원,삼성1동,127.0577002,37.51020498
65698,국보한의원,의료,병원,한의원,역삼1동,127.0300538,37.49550124
65709,역삼한의원,의료,병원,한의원,역삼1동,127.0398659,37.49316656
65893,대중한의원,의료,병원,한의원,역삼1동,127.0356164,37.4938528
65914,고운얼굴치과의원,의료,병원,치과의원,역삼2동,127.0476594,37.50369992
65960,에덴미치과의원,의료,병원,치과의원,일원2동,127.0750829,37.49574524
65978,리뉴유한의원,의료,병원,한의원,삼성2동,127.0531941,37.51234048
66007,코넬비뇨기과의원,의료,병원,비뇨기과,신사동,127.0280117,37.52566073
66021,씨와이이비인후과의원,의료,병원,이비인후과의원,역삼1동,127.0333691,37.49448319
66078,연세고운미소치과의원,의료,병원,치과의원,도곡1동,127.0350749,37.48495494
66133,경희이웃한의원,의료,병원,한의원,개포2동,127.0668248,37.48867906
66198,약연재한의원,의료,병원,한의원,압구정동,127.0385113,37.52736857
66259,선덕한의원,의료,병원,한의원,청담동,127.0592272,37.5228229
66536,강남조은눈안과,의료,병원,안과의원,역삼1동,127.028341,37.49851471
66739,삼성드림내과의원,의료,병원,내과/외과,도곡2동,127.0497138,37.49420131
66757,이와이치과의원,의료,병원,치과의원,신사동,127.0279007,37.52636264
66799,뽀드득치과,의료,병원,치과의원,일원2동,127.0803184,37.4911817
66957,리벨로산부인과,의료,병원,내과/외과,압구정동,127.0311854,37.5234522
67088,연세오케이마취통증의학과의원,의료,병원,일반병원,역삼1동,127.0481315,37.50571308
67089,서울미르치과,의료,병원,치과의원,논현2동,127.0432671,37.51109813
67099,신유외과의원,의료,병원,내과/외과,역삼1동,127.0259272,37.50237838
67104,양재차앤박피부과의원,의료,병원,내과/외과,도곡1동,127.0343467,37.48530942
67245,코어내과,의료,병원,내과/외과,논현2동,127.0405828,37.51668092
67279,줌구강악안면외과치과의원,의료,병원,치과병원,신사동,127.0280838,37.52533695
67317,모아만의원,의료,병원,내과/외과,신사동,127.027449,37.52630486
67385,한티연세이비인후과의원,의료,병원,내과/외과,대치4동,127.052371,37.49780886
67470,비포앤애프터성형외과의원,의료,병원,내과/외과,청담동,127.0460908,37.52652898
67473,플러스업의원,의료,병원,일반병원,압구정동,127.0284355,37.52177168
67493,경희생한의원,의료,병원,한의원,압구정동,127.0300066,37.52362274
67514,청담코지의원,의료,병원,일반병원,청담동,127.0414752,37.52561759
67529,신통한의원,의료,병원,한의원,청담동,127.0463385,37.51862875
67609,미올한의원,의료,병원,한의원,역삼1동,127.0286141,37.49664276
67613,플랜미의원,의료,병원,내과/외과,역삼1동,127.0482841,37.5052728
67652,닥터밸리의원,의료,병원,일반병원,대치2동,127.0611334,37.50702456
67687,해뜨는경희한의원,의료,병원,한의원,개포4동,127.0470807,37.47892519
67779,이강원성형외과의원,의료,병원,내과/외과,청담동,127.0484284,37.52152898
67874,오비주한의원,의료,병원,한의원,역삼2동,127.0492945,37.50319048
68090,미드니한의원,의료,병원,한의원,역삼1동,127.0479975,37.5046848
68138,강남365치과의원,의료,병원,치과의원,세곡동,127.1046737,37.47530284
68150,미세경치과의원,의료,병원,치과의원,삼성1동,127.0573748,37.51089619
68224,네이처피부과의원,의료,병원,내과/외과,논현2동,127.0392831,37.52187844
68271,김지훈성형외과의원,의료,병원,내과/외과,압구정동,127.0288437,37.52344198
68285,뉴페이스치과,의료,병원,치과의원,논현1동,127.0247747,37.50490083
68310,킹콩치과,의료,병원,치과의원,역삼1동,127.0285648,37.49783175
68312,아이니의원,의료,병원,일반병원,신사동,127.0278401,37.52580349
68451,닥터미성형외과의원,의료,병원,내과/외과,역삼1동,127.0254388,37.50341056
68457,갤러리의원,의료,병원,일반병원,역삼2동,127.0492963,37.50305534
68458,리엔치과의원,의료,병원,치과의원,세곡동,127.103451,37.46313821
68462,영앤영성형외과,의료,병원,내과/외과,신사동,127.0279401,37.52332642
68467,골든라인의원,의료,병원,일반병원,압구정동,127.02863,37.52334111
68470,구생신경외과,의료,병원,신경외과,논현2동,127.0399105,37.51706291
68496,연세YB의원,의료,병원,일반병원,압구정동,127.0369925,37.52405835
68523,아이비스마일치과의원,의료,병원,치과의원,청담동,127.0557962,37.5203807
68551,경희비체담한의원,의료,병원,한의원,개포4동,127.0507955,37.47485527
68556,송은철신경과,의료,병원,신경외과,대치4동,127.0507138,37.50454447
68616,메이의원,의료,병원,일반병원,역삼1동,127.0275139,37.50473419
68618,압구정탑라인성형외과,의료,병원,내과/외과,압구정동,127.0293465,37.52392367
68673,청담이화산부인과의원,의료,병원,내과/외과,청담동,127.0399951,37.52282132
68719,오케이치과,의료,병원,치과의원,논현1동,127.0208299,37.51336513
68767,유앤미의원,의료,병원,내과/외과,청담동,127.0446937,37.51809285
68772,이노성형외과,의료,병원,내과/외과,논현1동,127.0221194,37.51683585
68833,클린업피부과삼성점,의료,병원,내과/외과,삼성1동,127.0583295,37.50873226
68850,포모나자연의원,의료,병원,내과/외과,압구정동,127.0389154,37.52584908
68877,하늘바라기한의원,의료,병원,한의원,역삼2동,127.0396324,37.49815652
68981,래겸한의원,의료,병원,한의원,일원2동,127.0766754,37.49499179
69157,박영순아이러브안과,의료,병원,안과의원,압구정동,127.029741,37.52578308
69166,티스치과의원,의료,병원,치과의원,역삼2동,127.0452974,37.50267168
69267,우보천리한의원,의료,병원,한의원,역삼2동,127.0453099,37.49635537
69363,선이고은한의원,의료,병원,한의원,삼성1동,127.0651328,37.51011086
69364,유치과의원,의료,병원,치과의원,대치4동,127.0539301,37.4979385
69449,스웨덴치과의원,의료,병원,치과의원,삼성2동,127.0422356,37.51569416
69552,미소치과의원,의료,병원,치과의원,대치1동,127.0591653,37.49801635
69599,뉴욕화이트치과,의료,병원,치과의원,역삼1동,127.0441284,37.50387865
69726,시카고초콜렛치과의원,의료,병원,치과의원,논현2동,127.0407396,37.51768236
69828,윤치훈이비인후과,의료,병원,이비인후과의원,대치1동,127.0608839,37.49804805
69926,삼성아이안과의원,의료,병원,안과의원,역삼1동,127.0285093,37.49862422
70013,김형주치과의원,의료,병원,치과의원,신사동,127.02067,37.51694999
70058,윤후한의원,의료,병원,한의원,역삼1동,127.0307428,37.49819204
70098,로덴예쁜얼굴치과의원,의료,병원,치과의원,논현1동,127.0212303,37.51216104
70143,인터내셔널이미지업성형외과,의료,병원,내과/외과,역삼1동,127.0276118,37.49893221
70155,디라운지피부과의원,의료,병원,내과/외과,신사동,127.0195517,37.51768858
70193,청담오라클피부과의원,의료,병원,내과/외과,논현2동,127.042832,37.51062606
70262,에피파니치과의원,의료,병원,치과의원,논현2동,127.0290061,37.51964088
70276,다나아이비인후과,의료,병원,내과/외과,논현2동,127.0422718,37.51374818
70295,청담병원,의료,병원,일반병원,청담동,127.0456215,37.52074044
70316,킴스비뇨기과의원,의료,병원,내과/외과,역삼1동,127.0306379,37.49930849
70393,새서울정형외과,의료,병원,내과/외과,세곡동,127.1012154,37.46575233
70395,치의미학치과의원,의료,병원,치과의원,압구정동,127.0293465,37.52392367
70432,비디엠아이성형외과,의료,병원,내과/외과,역삼1동,127.0310437,37.49941093
70456,압구정YK성형외과,의료,병원,일반병원,신사동,127.0278302,37.5265693
70470,청담삼성밝은안과,의료,병원,안과의원,논현2동,127.0407396,37.51768236
70546,터치유성형외과의원,의료,병원,내과/외과,역삼1동,127.0259272,37.50237838
70557,정운호치과의원,의료,병원,치과의원,삼성1동,127.0569269,37.5087391
70679,앤써성형외과,의료,병원,내과/외과,역삼1동,127.0285093,37.49862422
70701,서울주니어치과,의료,병원,치과의원,역삼2동,127.0466047,37.49592431
70732,매직키스치과의원,의료,병원,치과의원,신사동,127.027449,37.52630486
70793,임플라인치과의원,의료,병원,치과의원,삼성1동,127.0579087,37.50981919
70798,기쁨정원치과병원,의료,병원,치과의원,수서동,127.1018421,37.48801336
70804,강남인플란트치과의원,의료,병원,치과의원,역삼1동,127.0472097,37.5043811
70811,굿닥터이비인후과의원,의료,병원,이비인후과의원,대치4동,127.0595397,37.49882127
70830,리온성형외과,의료,병원,내과/외과,역삼1동,127.0287348,37.49867113
70858,더제이의원,의료,병원,일반병원,압구정동,127.0391658,37.52661702
70898,이재신치과의원,의료,병원,치과의원,논현2동,127.0405958,37.5174289
70936,윤앤최이비인후과의원,의료,병원,이비인후과의원,세곡동,127.1012154,37.46575233
70943,포시즌치과의원,의료,병원,치과의원,역삼1동,127.0257963,37.50462092
70990,연세선우의원,의료,병원,일반병원,삼성1동,127.0509981,37.51871134
70996,지니엔의원,의료,병원,일반병원,역삼1동,127.0287348,37.49867113
71015,연세홍치과의원,의료,병원,치과의원,개포4동,127.0503827,37.47531149
71020,더블에스의원,의료,병원,일반병원,논현1동,127.0230352,37.50906735
71021,제트구강악안면외과치과의원,의료,병원,치과의원,도곡1동,127.0339006,37.48570223
71022,데이지치과의원,의료,병원,치과의원,삼성2동,127.0441627,37.51006016
71056,더페이스치과의원,의료,병원,치과의원,압구정동,127.028615,37.52362932
71112,비바치과의원,의료,병원,치과의원,대치4동,127.0511761,37.50376427
